y1,y2,x2,x3,x4,x5,x4,x7,x8,x9,x10,x11,x12,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ib2,ib3,ib4,ib5,ib6,ib7,ib8,ib9,ib10,ib11,ib12
205.25,821,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,12.75,12.75,13.75,13.75,13.75,13.75,13,13,12.25,11.75,11.75,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000
217,868,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,11.25,12.75,12.75,13.75,13.75,13.75,13.75,13,13,12.25,11.75,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000
220,880,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,10.25,11.25,12.75,12.75,13.75,13.75,13.75,13.75,13,13,12.25,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000
226.25,905,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,10.25,10.25,11.25,12.75,12.75,13.75,13.75,13.75,13.75,13,13,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000
212.5,850,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,9.25,10.25,10.25,11.25,12.75,12.75,13.75,13.75,13.75,13.75,13,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000
208.5,834,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,8.75,9.25,10.25,10.25,11.25,12.75,12.75,13.75,13.75,13.75,13.75,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000
205.5,822,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,8.75,8.75,9.25,10.25,10.25,11.25,12.75,12.75,13.75,13.75,13.75,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000
194,776,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,8.75,8.75,8.75,9.25,10.25,10.25,11.25,12.75,12.75,13.75,13.75,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000
177,708,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,8.75,8.75,8.75,8.75,9.25,10.25,10.25,11.25,12.75,12.75,13.75,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000
164.25,657,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,8.75,8.75,8.75,8.75,8.75,9.25,10.25,10.25,11.25,12.75,12.75,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000
162,648,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,8.75,8.75,8.75,8.75,8.75,8.75,9.25,10.25,10.25,11.25,12.75,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000
157.5,630,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.25,10.25,10.25,11.25,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000
164.5,658,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.25,10.25,10.25,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000
162.5,650,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.25,10.25,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000
158,632,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,9.5,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.25,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000
168,672,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,9.5,9.5,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000
176,704,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,10.25,9.5,9.5,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000
182,728,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,10.75,10.25,9.5,9.5,8.75,8.75,8.75,8.75,8.75,8.75,8.75,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000
174.75,699,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,10.75,10.75,10.25,9.5,9.5,8.75,8.75,8.75,8.75,8.75,8.75,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000
159.25,637,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,10.75,10.75,10.75,10.25,9.5,9.5,8.75,8.75,8.75,8.75,8.75,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000
144,576,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,10.75,10.75,10.75,10.75,10.25,9.5,9.5,8.75,8.75,8.75,8.75,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000
134.25,537,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,10.75,10.75,10.75,10.75,10.75,10.25,9.5,9.5,8.75,8.75,8.75,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000
140.25,561,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,10.75,10.75,10.75,10.75,10.75,10.75,10.25,9.5,9.5,8.75,8.75,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000
142.5,570,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,11.25,10.75,10.75,10.75,10.75,10.75,10.75,10.25,9.5,9.5,8.75,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000
151.75,607,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,11.25,11.25,10.75,10.75,10.75,10.75,10.75,10.75,10.25,9.5,9.5,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000
153,612,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,11.75,11.25,11.25,10.75,10.75,10.75,10.75,10.75,10.75,10.25,9.5,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000
151.75,607,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,12,11.75,11.25,11.25,10.75,10.75,10.75,10.75,10.75,10.75,10.25,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000
161,644,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,12,12,11.75,11.25,11.25,10.75,10.75,10.75,10.75,10.75,10.75,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000
146,584,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,12.25,12,12,11.75,11.25,11.25,10.75,10.75,10.75,10.75,10.75,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000
144,576,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,12.5,12.25,12,12,11.75,11.25,11.25,10.75,10.75,10.75,10.75,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000
143.25,573,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,12,12.5,12.25,12,12,11.75,11.25,11.25,10.75,10.75,10.75,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000
130.75,523,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,12,12,12.5,12.25,12,12,11.75,11.25,11.25,10.75,10.75,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000
134.75,539,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,11.5,12,12,12.5,12.25,12,12,11.75,11.25,11.25,10.75,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000
140,560,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,11,11.5,12,12,12.5,12.25,12,12,11.75,11.25,11.25,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000
142.25,569,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,11,11,11.5,12,12,12.5,12.25,12,12,11.75,11.25,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000
153.5,614,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,10.5,11,11,11.5,12,12,12.5,12.25,12,12,11.75,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000
173.25,693,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,10.5,10.5,11,11,11.5,12,12,12.5,12.25,12,12,105.4000,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000
