y1,y2,x2,x3,x4,x5,x4,x7,x8,x9,x10,x11,x12,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ib2,ib3,ib4,ib5,ib6,ib7,ib8,ib9,ib10,ib11,ib12
212.5,850,1.932,1.9568,2.0601,2.2051,2.313,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,2.12,1.92,97.6,94,90.9,87.5,80.7,78.3,75.4,74.9,83.8,100.9,116,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,1653418.648,1675600.059,1912661.59,1703591.771,1639295.954,1694274.677,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,2024.217028,2052.697694,2177.170161,2296.50941,2411.954626,2317.880693,54766,51466,53198,47290,40926,38183,39301,37550,36596,37257,49541
208.5,834,1.8444,1.932,1.9568,2.0601,2.2051,2.313,2.3119,2.3066,2.3936,2.2655,2.1721,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,2.12,102.8,97.6,94,90.9,87.5,80.7,78.3,75.4,74.9,83.8,111.4,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,1653418.648,1675600.059,1912661.59,1703591.771,1639295.954,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,2024.217028,2052.697694,2177.170161,2296.50941,2411.954626,56489,54766,51466,53198,47290,40926,38183,39301,37550,36596,37257
205.5,822,1.819,1.8444,1.932,1.9568,2.0601,2.2051,2.313,2.3119,2.3066,2.3936,2.2655,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,107.1,102.8,97.6,94,90.9,87.5,80.7,78.3,75.4,74.9,100.9,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,1653418.648,1675600.059,1912661.59,1703591.771,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,2024.217028,2052.697694,2177.170161,2296.50941,61518,56489,54766,51466,53198,47290,40926,38183,39301,37550,36596
194,776,1.7376,1.819,1.8444,1.932,1.9568,2.0601,2.2051,2.313,2.3119,2.3066,2.3936,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,108.1,107.1,102.8,97.6,94,90.9,87.5,80.7,78.3,75.4,83.8,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,1653418.648,1675600.059,1912661.59,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,2024.217028,2052.697694,2177.170161,61546,61518,56489,54766,51466,53198,47290,40926,38183,39301,37550
177,708,1.7254,1.7376,1.819,1.8444,1.932,1.9568,2.0601,2.2051,2.313,2.3119,2.3066,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,107.9,108.1,107.1,102.8,97.6,94,90.9,87.5,80.7,78.3,74.9,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,1653418.648,1675600.059,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,2024.217028,2052.697694,67044,61546,61518,56489,54766,51466,53198,47290,40926,38183,39301
164.25,657,1.7495,1.7254,1.7376,1.819,1.8444,1.932,1.9568,2.0601,2.2051,2.313,2.3119,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,108.1,107.9,108.1,107.1,102.8,97.6,94,90.9,87.5,80.7,75.4,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,1653418.648,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,2024.217028,68588,67044,61546,61518,56489,54766,51466,53198,47290,40926,38183
162,648,1.779,1.7495,1.7254,1.7376,1.819,1.8444,1.932,1.9568,2.0601,2.2051,2.313,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,109.2,108.1,107.9,108.1,107.1,102.8,97.6,94,90.9,87.5,78.3,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,1634717.6,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,2240.346667,65402,68588,67044,61546,61518,56489,54766,51466,53198,47290,40926
157.5,630,1.8408,1.779,1.7495,1.7254,1.7376,1.819,1.8444,1.932,1.9568,2.0601,2.2051,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,112.4,109.2,108.1,107.9,108.1,107.1,102.8,97.6,94,90.9,80.7,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,1646335.923,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,2186.494024,66503,65402,68588,67044,61546,61518,56489,54766,51466,53198,47290
164.5,658,1.785,1.8408,1.779,1.7495,1.7254,1.7376,1.819,1.8444,1.932,1.9568,2.0601,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,115,112.4,109.2,108.1,107.9,108.1,107.1,102.8,97.6,94,87.5,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,1650721.282,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,2221.928896,70372,66503,65402,68588,67044,61546,61518,56489,54766,51466,53198
162.5,650,1.7558,1.785,1.8408,1.779,1.7495,1.7254,1.7376,1.819,1.8444,1.932,1.9568,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,115,115,112.4,109.2,108.1,107.9,108.1,107.1,102.8,97.6,90.9,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,1702184.082,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,2237.296183,67530,70372,66503,65402,68588,67044,61546,61518,56489,54766,51466
158,632,1.8124,1.7558,1.785,1.8408,1.779,1.7495,1.7254,1.7376,1.819,1.8444,1.932,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,114.5,115,115,112.4,109.2,108.1,107.9,108.1,107.1,102.8,94,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,1666034.496,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,2315.587001,63047,67530,70372,66503,65402,68588,67044,61546,61518,56489,54766
168,672,1.8057,1.8124,1.7558,1.785,1.8408,1.779,1.7495,1.7254,1.7376,1.819,1.8444,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,112.5,114.5,115,115,112.4,109.2,108.1,107.9,108.1,107.1,97.6,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,1699592.482,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,2321.353328,60936,63047,67530,70372,66503,65402,68588,67044,61546,61518,56489
176,704,1.7688,1.8057,1.8124,1.7558,1.785,1.8408,1.779,1.7495,1.7254,1.7376,1.819,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,111.5,112.5,114.5,115,115,112.4,109.2,108.1,107.9,108.1,102.8,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,1758779.359,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,2368.992127,67515,60936,63047,67530,70372,66503,65402,68588,67044,61546,61518
182,728,1.7588,1.7688,1.8057,1.8124,1.7558,1.785,1.8408,1.779,1.7495,1.7254,1.7376,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,113.3,111.5,112.5,114.5,115,115,112.4,109.2,108.1,107.9,107.1,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,1755266.626,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,2529.329897,65146,67515,60936,63047,67530,70372,66503,65402,68588,67044,61546
174.75,699,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.785,1.8408,1.779,1.7495,1.7254,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,114.2,113.3,111.5,112.5,114.5,115,115,112.4,109.2,108.1,108.1,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,1837016.725,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,2511.166925,69430,65146,67515,60936,63047,67530,70372,66503,65402,68588,67044
159.25,637,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.785,1.8408,1.779,1.7495,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,114,114.2,113.3,111.5,112.5,114.5,115,115,112.4,109.2,107.9,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2070846.496,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,2466.766667,70673,69430,65146,67515,60936,63047,67530,70372,66503,65402,68588
144,576,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.785,1.8408,1.779,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,111.6,114,114.2,113.3,111.5,112.5,114.5,115,115,112.4,108.1,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,1874382.465,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,2298.095354,67705,70673,69430,65146,67515,60936,63047,67530,70372,66503,65402
134.25,537,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.785,1.8408,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,109.4,111.6,114,114.2,113.3,111.5,112.5,114.5,115,115,109.2,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,1843248.069,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,2275.406729,69305,67705,70673,69430,65146,67515,60936,63047,67530,70372,66503
140.25,561,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.785,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,107.2,109.4,111.6,114,114.2,113.3,111.5,112.5,114.5,115,112.4,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,1873823.75,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,2548.194322,66575,69305,67705,70673,69430,65146,67515,60936,63047,67530,70372
142.5,570,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,110.5,107.2,109.4,111.6,114,114.2,113.3,111.5,112.5,114.5,115,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,1860277.846,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,2480.902722,67383,66575,69305,67705,70673,69430,65146,67515,60936,63047,67530
151.75,607,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,110.2,110.5,107.2,109.4,111.6,114,114.2,113.3,111.5,112.5,115,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,1874105.585,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,2506.525188,68587,67383,66575,69305,67705,70673,69430,65146,67515,60936,63047
153,612,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,112.2,110.2,110.5,107.2,109.4,111.6,114,114.2,113.3,111.5,114.5,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,1904510.662,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,2511.278064,66133,68587,67383,66575,69305,67705,70673,69430,65146,67515,60936
151.75,607,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,109.7,112.2,110.2,110.5,107.2,109.4,111.6,114,114.2,113.3,112.5,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,1913256.41,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,2609.006029,64620,66133,68587,67383,66575,69305,67705,70673,69430,65146,67515
161,644,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,108.7,109.7,112.2,110.2,110.5,107.2,109.4,111.6,114,114.2,111.5,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,1967454.877,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,2635.865186,62404,64620,66133,68587,67383,66575,69305,67705,70673,69430,65146
146,584,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,107.8,108.7,109.7,112.2,110.2,110.5,107.2,109.4,111.6,114,113.3,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2012090.462,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,2660.298696,58824,62404,64620,66133,68587,67383,66575,69305,67705,70673,69430
144,576,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,106.7,107.8,108.7,109.7,112.2,110.2,110.5,107.2,109.4,111.6,114.2,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2007873.574,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,2756.776905,56495,58824,62404,64620,66133,68587,67383,66575,69305,67705,70673
143.25,573,1.749,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,106.1,106.7,107.8,108.7,109.7,112.2,110.2,110.5,107.2,109.4,114,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2068632.116,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,2797.370639,52324,56495,58824,62404,64620,66133,68587,67383,66575,69305,67705
130.75,523,1.7719,1.749,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,105.1,106.1,106.7,107.8,108.7,109.7,112.2,110.2,110.5,107.2,111.6,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2234693.67,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,2702.740758,58338,52324,56495,58824,62404,64620,66133,68587,67383,66575,69305
134.75,539,1.7898,1.7719,1.749,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,103.2,105.1,106.1,106.7,107.8,108.7,109.7,112.2,110.2,110.5,109.4,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2031883.571,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,2527.902616,56875,58338,52324,56495,58824,62404,64620,66133,68587,67383,66575
140,560,1.8362,1.7898,1.7719,1.749,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,101.4,103.2,105.1,106.1,106.7,107.8,108.7,109.7,112.2,110.2,107.2,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,1996661.953,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,2548.680114,56754,56875,58338,52324,56495,58824,62404,64620,66133,68587,67383
142.25,569,1.789,1.8362,1.7898,1.7719,1.749,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,101.8,101.4,103.2,105.1,106.1,106.7,107.8,108.7,109.7,112.2,110.5,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,1969949.71,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,2718.534075,63072,56754,56875,58338,52324,56495,58824,62404,64620,66133,68587
153.5,614,1.7178,1.789,1.8362,1.7898,1.7719,1.749,1.5962,1.5631,1.5862,1.6127,1.5856,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,103.7,101.8,101.4,103.2,105.1,106.1,106.7,107.8,108.7,109.7,110.2,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,1931652.088,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,2687.516484,65812,63072,56754,56875,58338,52324,56495,58824,62404,64620,66133
173.25,693,1.7947,1.7178,1.789,1.8362,1.7898,1.7719,1.749,1.5962,1.5631,1.5862,1.6127,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,105.4,103.7,101.8,101.4,103.2,105.1,106.1,106.7,107.8,108.7,112.2,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,1934342.025,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,2781.095756,64511,65812,63072,56754,56875,58338,52324,56495,58824,62404,64620
174.75,699,1.8542,1.7947,1.7178,1.789,1.8362,1.7898,1.7719,1.749,1.5962,1.5631,1.5862,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,105,105.4,103.7,101.8,101.4,103.2,105.1,106.1,106.7,107.8,109.7,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,1964999.298,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,2744.374293,61820,64511,65812,63072,56754,56875,58338,52324,56495,58824,62404
181.5,726,1.9854,1.8542,1.7947,1.7178,1.789,1.8362,1.7898,1.7719,1.749,1.5962,1.5631,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,103.4,105,105.4,103.7,101.8,101.4,103.2,105.1,106.1,106.7,108.7,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,1953400.723,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,2767.521284,54490,61820,64511,65812,63072,56754,56875,58338,52324,56495,58824
188.25,753,2.0486,1.9854,1.8542,1.7947,1.7178,1.789,1.8362,1.7898,1.7719,1.749,1.5962,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,102.4,103.4,105,105.4,103.7,101.8,101.4,103.2,105.1,106.1,107.8,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,1916230.473,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,2816.583772,54355,54490,61820,64511,65812,63072,56754,56875,58338,52324,56495
171.25,685,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.789,1.8362,1.7898,1.7719,1.749,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,101.9,102.4,103.4,105,105.4,103.7,101.8,101.4,103.2,105.1,106.7,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,1964556.694,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,2769.690938,56097,54355,54490,61820,64511,65812,63072,56754,56875,58338,52324
169.75,679,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.789,1.8362,1.7898,1.7719,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,103.5,101.9,102.4,103.4,105,105.4,103.7,101.8,101.4,103.2,106.1,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,1941705.878,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,2862.718932,57062,56097,54355,54490,61820,64511,65812,63072,56754,56875,58338
153.75,615,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.789,1.8362,1.7898,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,106.2,103.5,101.9,102.4,103.4,105,105.4,103.7,101.8,101.4,105.1,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,1996512.87,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,2909.332739,59176,57062,56097,54355,54490,61820,64511,65812,63072,56754,56875
140.5,562,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.789,1.8362,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,105.3,106.2,103.5,101.9,102.4,103.4,105,105.4,103.7,101.8,103.2,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,2162928.968,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,2853.797009,57068,59176,57062,56097,54355,54490,61820,64511,65812,63072,56754
148.5,594,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.789,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,104.3,105.3,106.2,103.5,101.9,102.4,103.4,105,105.4,103.7,101.4,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,1965680.751,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,2684.979357,57475,57068,59176,57062,56097,54355,54490,61820,64511,65812,63072
135.5,542,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,102.3,104.3,105.3,106.2,103.5,101.9,102.4,103.4,105,105.4,101.8,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,1937693.093,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,2700.604012,60952,57475,57068,59176,57062,56097,54355,54490,61820,64511,65812
140.75,563,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,101.9,102.3,104.3,105.3,106.2,103.5,101.9,102.4,103.4,105,103.7,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,1945505.987,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,2918.256787,59762,60952,57475,57068,59176,57062,56097,54355,54490,61820,64511
144.5,578,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,103.3,101.9,102.3,104.3,105.3,106.2,103.5,101.9,102.4,103.4,105.4,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,1946065.81,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,2817.876442,57424,59762,60952,57475,57068,59176,57062,56097,54355,54490,61820
