y1,y2,x2,x3,x4,x5,x4,x7,x8,x9,x10,x11,x12,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ib2,ib3,ib4,ib5,ib6,ib7,ib8,ib9,ib10,ib11,ib12
141.75,567,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,104.3,103.3,101.9,102.3,104.3,105.3,106.2,103.5,101.9,102.4,105,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,1945954.355,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,2926.892207,56352,57424,59762,60952,57475,57068,59176,57062,56097,54355,54490
154.5,618,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,103.4,104.3,103.3,101.9,102.3,104.3,105.3,106.2,103.5,101.9,103.4,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,1991592.619,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,2878.026641,55910,56352,57424,59762,60952,57475,57068,59176,57062,56097,54355
149.25,597,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,103.5,103.4,104.3,103.3,101.9,102.3,104.3,105.3,106.2,103.5,102.4,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,1986965.003,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,2968.006676,53506,55910,56352,57424,59762,60952,57475,57068,59176,57062,56097
148,592,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,102.2,103.5,103.4,104.3,103.3,101.9,102.3,104.3,105.3,106.2,101.9,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,1993174.794,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,3029.604978,47457,53506,55910,56352,57424,59762,60952,57475,57068,59176,57062
148,592,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,98.9,102.2,103.5,103.4,104.3,103.3,101.9,102.3,104.3,105.3,103.5,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,2043547.914,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,2901.331508,48235,47457,53506,55910,56352,57424,59762,60952,57475,57068,59176
155.5,622,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,101.5,98.9,102.2,103.5,103.4,104.3,103.3,101.9,102.3,104.3,106.2,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,2022485.414,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,3095.175061,50012,48235,47457,53506,55910,56352,57424,59762,60952,57475,57068
154.25,617,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,102.8,101.5,98.9,102.2,103.5,103.4,104.3,103.3,101.9,102.3,105.3,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,2120871.796,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,3047.581083,52338,50012,48235,47457,53506,55910,56352,57424,59762,60952,57475
147,588,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,100.9,102.8,101.5,98.9,102.2,103.5,103.4,104.3,103.3,101.9,104.3,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,2369010.641,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,2938.87405,54256,52338,50012,48235,47457,53506,55910,56352,57424,59762,60952
139,556,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,99.5,100.9,102.8,101.5,98.9,102.2,103.5,103.4,104.3,103.3,102.3,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,2089640.401,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,2887.027466,52483,54256,52338,50012,48235,47457,53506,55910,56352,57424,59762
131.5,526,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,98.2,99.5,100.9,102.8,101.5,98.9,102.2,103.5,103.4,104.3,101.9,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,2077379.35,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,2798.942558,51507,52483,54256,52338,50012,48235,47457,53506,55910,56352,57424
131.75,527,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,97.2,98.2,99.5,100.9,102.8,101.5,98.9,102.2,103.5,103.4,103.3,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,2120069.958,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,3045.761037,47639,51507,52483,54256,52338,50012,48235,47457,53506,55910,56352
134.25,537,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,98.1,97.2,98.2,99.5,100.9,102.8,101.5,98.9,102.2,103.5,104.3,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,2073441.599,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,3116.962653,47094,47639,51507,52483,54256,52338,50012,48235,47457,53506,55910
138.5,554,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,99.1,98.1,97.2,98.2,99.5,100.9,102.8,101.5,98.9,102.2,103.4,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,2108704.658,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,3072.936917,50415,47094,47639,51507,52483,54256,52338,50012,48235,47457,53506
129.25,517,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,97.2,99.1,98.1,97.2,98.2,99.5,100.9,102.8,101.5,98.9,103.5,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,2159854.267,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,3021.542952,51627,50415,47094,47639,51507,52483,54256,52338,50012,48235,47457
131.5,526,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,91.9,97.2,99.1,98.1,97.2,98.2,99.5,100.9,102.8,101.5,102.2,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,2118973.199,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,3145.003822,51239,51627,50415,47094,47639,51507,52483,54256,52338,50012,48235
136.25,545,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,1.62,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,90.1,91.9,97.2,99.1,98.1,97.2,98.2,99.5,100.9,102.8,98.9,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,2138132.556,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,3147.981963,53168,51239,51627,50415,47094,47639,51507,52483,54256,52338,50012
146.25,585,2.224,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,1.67,1.62,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,90.5,90.1,91.9,97.2,99.1,98.1,97.2,98.2,99.5,100.9,101.5,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,2157785.758,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,3098.649827,55829,53168,51239,51627,50415,47094,47639,51507,52483,54256,52338
153.25,613,2.2674,2.224,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,1.64,1.67,1.62,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,89.9,90.5,90.1,91.9,97.2,99.1,98.1,97.2,98.2,99.5,102.8,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,2125618.226,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,3279.200386,61288,55829,53168,51239,51627,50415,47094,47639,51507,52483,54256
150,600,2.3323,2.2674,2.224,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,1.65,1.64,1.67,1.62,1.62,1.65,1.69,1.68,1.66,1.55,1.54,89.1,89.9,90.5,90.1,91.9,97.2,99.1,98.1,97.2,98.2,100.9,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,2234729.318,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,3230.032278,54116,61288,55829,53168,51239,51627,50415,47094,47639,51507,52483
144.75,579,2.4476,2.3323,2.2674,2.224,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,1.68,1.65,1.64,1.67,1.62,1.62,1.65,1.69,1.68,1.66,1.55,88.6,89.1,89.9,90.5,90.1,91.9,97.2,99.1,98.1,97.2,99.5,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,2420329.953,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,3188.788644,54629,54116,61288,55829,53168,51239,51627,50415,47094,47639,51507
127.75,511,2.5477,2.4476,2.3323,2.2674,2.224,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,1.7,1.68,1.65,1.64,1.67,1.62,1.62,1.65,1.69,1.68,1.66,86.9,88.6,89.1,89.9,90.5,90.1,91.9,97.2,99.1,98.1,98.2,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,2197951.421,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,3081.859532,54724,54629,54116,61288,55829,53168,51239,51627,50415,47094,47639
114.5,458,2.6387,2.5477,2.4476,2.3323,2.2674,2.224,2.2349,2.2203,2.2322,2.3255,2.3831,1.67,1.7,1.68,1.65,1.64,1.67,1.62,1.62,1.65,1.69,1.68,85.3,86.9,88.6,89.1,89.9,90.5,90.1,91.9,97.2,99.1,97.2,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,2208765.846,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,3082.508628,50007,54724,54629,54116,61288,55829,53168,51239,51627,50415,47094
117.5,470,2.6336,2.6387,2.5477,2.4476,2.3323,2.2674,2.224,2.2349,2.2203,2.2322,2.3255,1.74,1.67,1.7,1.68,1.65,1.64,1.67,1.62,1.62,1.65,1.69,84.5,85.3,86.9,88.6,89.1,89.9,90.5,90.1,91.9,97.2,98.1,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,2159098.87,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,3209.361759,46908,50007,54724,54629,54116,61288,55829,53168,51239,51627,50415
125.75,503,2.8158,2.6336,2.6387,2.5477,2.4476,2.3323,2.2674,2.224,2.2349,2.2203,2.2322,1.79,1.74,1.67,1.7,1.68,1.65,1.64,1.67,1.62,1.62,1.65,82.3,84.5,85.3,86.9,88.6,89.1,89.9,90.5,90.1,91.9,99.1,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,2144703.247,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,3211.831146,51583,46908,50007,54724,54629,54116,61288,55829,53168,51239,51627
131.5,526,3.1389,2.8158,2.6336,2.6387,2.5477,2.4476,2.3323,2.2674,2.224,2.2349,2.2203,1.8,1.79,1.74,1.67,1.7,1.68,1.65,1.64,1.67,1.62,1.62,76.6,82.3,84.5,85.3,86.9,88.6,89.1,89.9,90.5,90.1,97.2,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,2101164.404,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,3212.340809,51150,51583,46908,50007,54724,54629,54116,61288,55829,53168,51239
149,596,3.0426,3.1389,2.8158,2.6336,2.6387,2.5477,2.4476,2.3323,2.2674,2.224,2.2349,1.8,1.8,1.79,1.74,1.67,1.7,1.68,1.65,1.64,1.67,1.62,76.8,76.6,82.3,84.5,85.3,86.9,88.6,89.1,89.9,90.5,91.9,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,2112040.268,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,3071.034483,56229,51150,51583,46908,50007,54724,54629,54116,61288,55829,53168
157.25,629,3.0611,3.0426,3.1389,2.8158,2.6336,2.6387,2.5477,2.4476,2.3323,2.2674,2.224,1.81,1.8,1.8,1.79,1.74,1.67,1.7,1.68,1.65,1.64,1.67,75.3,76.8,76.6,82.3,84.5,85.3,86.9,88.6,89.1,89.9,90.1,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,2088268.029,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,3241.138255,52761,56229,51150,51583,46908,50007,54724,54629,54116,61288,55829
163.25,653,3.1111,3.0611,3.0426,3.1389,2.8158,2.6336,2.6387,2.5477,2.4476,2.3323,2.2674,1.86,1.81,1.8,1.8,1.79,1.74,1.67,1.7,1.68,1.65,1.64,72.3,75.3,76.8,76.6,82.3,84.5,85.3,86.9,88.6,89.1,90.5,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,2112526.03,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,3214.934211,53081,52761,56229,51150,51583,46908,50007,54724,54629,54116,61288
171.75,687,3.2225,3.1111,3.0611,3.0426,3.1389,2.8158,2.6336,2.6387,2.5477,2.4476,2.3323,1.9,1.86,1.81,1.8,1.8,1.79,1.74,1.67,1.7,1.68,1.65,71.3,72.3,75.3,76.8,76.6,82.3,84.5,85.3,86.9,88.6,89.9,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,2157814.108,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,3253.399537,50865,53081,52761,56229,51150,51583,46908,50007,54724,54629,54116
171.25,685,3.5137,3.2225,3.1111,3.0611,3.0426,3.1389,2.8158,2.6336,2.6387,2.5477,2.4476,1.98,1.9,1.86,1.81,1.8,1.8,1.79,1.74,1.67,1.7,1.68,70.8,71.3,72.3,75.3,76.8,76.6,82.3,84.5,85.3,86.9,89.1,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,2144203.275,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,3359.860698,46626,50865,53081,52761,56229,51150,51583,46908,50007,54724,54629
170.75,683,3.9058,3.5137,3.2225,3.1111,3.0611,3.0426,3.1389,2.8158,2.6336,2.6387,2.5477,2.1,1.98,1.9,1.86,1.81,1.8,1.8,1.79,1.74,1.67,1.7,69.5,70.8,71.3,72.3,75.3,76.8,76.6,82.3,84.5,85.3,88.6,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,2226012.646,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,3279.958547,45059,46626,50865,53081,52761,56229,51150,51583,46908,50007,54724
156.75,627,3.8795,3.9058,3.5137,3.2225,3.1111,3.0611,3.0426,3.1389,2.8158,2.6336,2.6387,2.07,2.1,1.98,1.9,1.86,1.81,1.8,1.8,1.79,1.74,1.67,70.3,69.5,70.8,71.3,72.3,75.3,76.8,76.6,82.3,84.5,86.9,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,2378643.198,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,3280.415685,45869,45059,46626,50865,53081,52761,56229,51150,51583,46908,50007
139.5,558,3.7758,3.8795,3.9058,3.5137,3.2225,3.1111,3.0611,3.0426,3.1389,2.8158,2.6336,2.07,2.07,2.1,1.98,1.9,1.86,1.81,1.8,1.8,1.79,1.74,70,70.3,69.5,70.8,71.3,72.3,75.3,76.8,76.6,82.3,85.3,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,2165286.221,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,3079.590909,45120,45869,45059,46626,50865,53081,52761,56229,51150,51583,46908
133.25,533,3.8705,3.7758,3.8795,3.9058,3.5137,3.2225,3.1111,3.0611,3.0426,3.1389,2.8158,2.04,2.07,2.07,2.1,1.98,1.9,1.86,1.81,1.8,1.8,1.79,68.7,70,70.3,69.5,70.8,71.3,72.3,75.3,76.8,76.6,84.5,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2130579.893,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,3007.145986,43350,45120,45869,45059,46626,50865,53081,52761,56229,51150,51583
130,520,4.0517,3.8705,3.7758,3.8795,3.9058,3.5137,3.2225,3.1111,3.0611,3.0426,3.1389,2.2,2.04,2.07,2.07,2.1,1.98,1.9,1.86,1.81,1.8,1.8,71.3,68.7,70,70.3,69.5,70.8,71.3,72.3,75.3,76.8,82.3,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2094857.289,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,3293.902517,40406,43350,45120,45869,45059,46626,50865,53081,52761,56229,51150
130.75,523,3.9731,4.0517,3.8705,3.7758,3.8795,3.9058,3.5137,3.2225,3.1111,3.0611,3.0426,2.16,2.2,2.04,2.07,2.07,2.1,1.98,1.9,1.86,1.81,1.8,70.6,71.3,68.7,70,70.3,69.5,70.8,71.3,72.3,75.3,76.6,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,2031445.043,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,3161.579014,42794,40406,43350,45120,45869,45059,46626,50865,53081,52761,56229
143.25,573,3.7033,3.9731,4.0517,3.8705,3.7758,3.8795,3.9058,3.5137,3.2225,3.1111,3.0611,2.09,2.16,2.2,2.04,2.07,2.07,2.1,1.98,1.9,1.86,1.81,71.2,70.6,71.3,68.7,70,70.3,69.5,70.8,71.3,72.3,76.8,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,2015581.6,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,3115.844041,50055,42794,40406,43350,45120,45869,45059,46626,50865,53081,52761
159,636,3.5652,3.7033,3.9731,4.0517,3.8705,3.7758,3.8795,3.9058,3.5137,3.2225,3.1111,2.02,2.09,2.16,2.2,2.04,2.07,2.07,2.1,1.98,1.9,1.86,71.7,71.2,70.6,71.3,68.7,70,70.3,69.5,70.8,71.3,75.3,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,2006671.445,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,3089.397279,53911,50055,42794,40406,43350,45120,45869,45059,46626,50865,53081
166.75,667,3.5387,3.5652,3.7033,3.9731,4.0517,3.8705,3.7758,3.8795,3.9058,3.5137,3.2225,1.98,2.02,2.09,2.16,2.2,2.04,2.07,2.07,2.1,1.98,1.9,72.8,71.7,71.2,70.6,71.3,68.7,70,70.3,69.5,70.8,72.3,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,1957610.615,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,3181.382685,48472,53911,50055,42794,40406,43350,45120,45869,45059,46626,50865
174,696,3.4239,3.5387,3.5652,3.7033,3.9731,4.0517,3.8705,3.7758,3.8795,3.9058,3.5137,2.01,1.98,2.02,2.09,2.16,2.2,2.04,2.07,2.07,2.1,1.98,74.4,72.8,71.7,71.2,70.6,71.3,68.7,70,70.3,69.5,71.3,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,1942723.969,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,3141.093848,51527,48472,53911,50055,42794,40406,43350,45120,45869,45059,46626
182.75,731,3.275,3.4239,3.5387,3.5652,3.7033,3.9731,4.0517,3.8705,3.7758,3.8795,3.9058,1.98,2.01,1.98,2.02,2.09,2.16,2.2,2.04,2.07,2.07,2.1,78.2,74.4,72.8,71.7,71.2,70.6,71.3,68.7,70,70.3,70.8,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,1928955.707,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,3120.219156,57308,51527,48472,53911,50055,42794,40406,43350,45120,45869,45059
171,684,3.2091,3.275,3.4239,3.5387,3.5652,3.7033,3.9731,4.0517,3.8705,3.7758,3.8795,1.98,1.98,2.01,1.98,2.02,2.09,2.16,2.2,2.04,2.07,2.07,81,78.2,74.4,72.8,71.7,71.2,70.6,71.3,68.7,70,69.5,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,1937255.901,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,3239.042117,57901,57308,51527,48472,53911,50055,42794,40406,43350,45120,45869
165,660,3.2558,3.2091,3.275,3.4239,3.5387,3.5652,3.7033,3.9731,4.0517,3.8705,3.7758,1.9,1.98,1.98,2.01,1.98,2.02,2.09,2.16,2.2,2.04,2.07,83,81,78.2,74.4,72.8,71.7,71.2,70.6,71.3,68.7,70.3,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,1999302.321,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,3170.621643,58367,57901,57308,51527,48472,53911,50055,42794,40406,43350,45120
158.25,633,3.1852,3.2558,3.2091,3.275,3.4239,3.5387,3.5652,3.7033,3.9731,4.0517,3.8705,1.9,1.9,1.98,1.98,2.01,1.98,2.02,2.09,2.16,2.2,2.04,82,83,81,78.2,74.4,72.8,71.7,71.2,70.6,71.3,70,1915794.371,1920555.314,1862559.566,1871033.049,1885696.294,1883099.575,1905638.325,1894760.743,1933514.026,1957878.364,2130841.295,3200.782371,3115.435751,3154.694205,3110.500566,3118.478092,3094.167366,3134.571497,3189.642404,2970.202277,2934.076848,3166.063823,64925,58367,57901,57308,51527,48472,53911,50055,42794,40406,43350
