y1,y2,x2,x3,x4,x5,x4,x7,x8,x9,x10,x11,x12,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ib2,ib3,ib4,ib5,ib6,ib7,ib8,ib9,ib10,ib11,ib12
185.75,743,1.6181,1.6597,1.6881,1.7068,1.7269,1.7735,1.7852,1.7691,1.8002,1.8988,1.9652,1.79,1.84,1.79,1.8,1.77,1.76,1.68,1.7,1.72,1.73,1.73,114.1000,112.0000,112.0000,112.2000,109.7000,107.3000,109.1000,111.0000,114.8000,114.5000,113.0000,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,1706046.8030,2079942.6560,1703860.4030,1622706.4340,1598385.0720,1556997.4240,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,2050.2686,2100.3442,2166.6325,2195.6113,2034.3011,2099.2910,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000,59490.0000,63886.0000,63006.0000,65318.0000,60465.0000,54637.0000
183.75,735,1.5906,1.6181,1.6597,1.6881,1.7068,1.7269,1.7735,1.7852,1.7691,1.8002,1.8988,1.85,1.79,1.84,1.79,1.8,1.77,1.76,1.68,1.7,1.72,1.73,113.7000,114.1000,112.0000,112.0000,112.2000,109.7000,107.3000,109.1000,111.0000,114.8000,113.2000,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,1706046.8030,2079942.6560,1703860.4030,1622706.4340,1598385.0720,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,2050.2686,2100.3442,2166.6325,2195.6113,2034.3011,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000,59490.0000,63886.0000,63006.0000,65318.0000,60465.0000
177.75,711,1.6115,1.5906,1.6181,1.6597,1.6881,1.7068,1.7269,1.7735,1.7852,1.7691,1.8002,1.91,1.85,1.79,1.84,1.79,1.8,1.77,1.76,1.68,1.7,1.72,116.0000,113.7000,114.1000,112.0000,112.0000,112.2000,109.7000,107.3000,109.1000,111.0000,114.5000,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,1706046.8030,2079942.6560,1703860.4030,1622706.4340,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,2050.2686,2100.3442,2166.6325,2195.6113,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000,59490.0000,63886.0000,63006.0000,65318.0000
179.25,717,1.7988,1.6115,1.5906,1.6181,1.6597,1.6881,1.7068,1.7269,1.7735,1.7852,1.7691,1.92,1.91,1.85,1.79,1.84,1.79,1.8,1.77,1.76,1.68,1.7,111.4000,116.0000,113.7000,114.1000,112.0000,112.0000,112.2000,109.7000,107.3000,109.1000,114.8000,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,1706046.8030,2079942.6560,1703860.4030,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,2050.2686,2100.3442,2166.6325,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000,59490.0000,63886.0000,63006.0000
184.5,738,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,1.6881,1.7068,1.7269,1.7735,1.7852,2.12,1.92,1.91,1.85,1.79,1.84,1.79,1.8,1.77,1.76,1.68,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,112.0000,112.2000,109.7000,107.3000,111.0000,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,1706046.8030,2079942.6560,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,2050.2686,2100.3442,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000,59490.0000,63886.0000
164.25,657,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,1.6881,1.7068,1.7269,1.7735,2.17,2.12,1.92,1.91,1.85,1.79,1.84,1.79,1.8,1.77,1.76,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,112.0000,112.2000,109.7000,109.1000,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,1706046.8030,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,2050.2686,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000,59490.0000
165.75,663,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,1.6881,1.7068,1.7269,2.16,2.17,2.12,1.92,1.91,1.85,1.79,1.84,1.79,1.8,1.77,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,112.0000,112.2000,107.3000,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,1645748.8120,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,2034.0535,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000,63489.0000
169.5,678,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,1.6881,1.7068,2.11,2.16,2.17,2.12,1.92,1.91,1.85,1.79,1.84,1.79,1.8,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,112.0000,109.7000,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,1638892.8400,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,2158.7619,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000,60968.0000
172.5,690,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,1.6881,2.1,2.11,2.16,2.17,2.12,1.92,1.91,1.85,1.79,1.84,1.79,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,112.2000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,1659359.1680,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,2200.1521,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000,67868.0000
205.25,821,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.6597,1.9,2.1,2.11,2.16,2.17,2.12,1.92,1.91,1.85,1.79,1.84,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,114.1000,112.0000,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,1618384.3270,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,2207.1373,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000,72593.0000
217,868,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.6181,1.91,1.9,2.1,2.11,2.16,2.17,2.12,1.92,1.91,1.85,1.79,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,113.7000,112.0000,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,1634095.4640,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,2234.7200,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000,65018.0000
220,880,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.5906,1.83,1.91,1.9,2.1,2.11,2.16,2.17,2.12,1.92,1.91,1.85,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,116.0000,114.1000,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,1621876.2590,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,2315.9151,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000,59505.0000
226.25,905,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.6115,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,2.12,1.92,1.91,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,111.4000,113.7000,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,1626602.6060,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,2287.0729,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000,55680.0000
212.5,850,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.7988,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,2.12,1.92,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,100.9000,116.0000,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,1694274.6770,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,2317.8807,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000,49541.0000
208.5,834,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,2.1721,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,2.12,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,83.8000,111.4000,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,1639295.9540,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,2411.9546,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000,37257.0000
205.5,822,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,2.2655,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,2.17,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,74.9000,100.9000,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,1703591.7710,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,2296.5094,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000,36596.0000
194,776,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,2.3936,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,2.16,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,75.4000,83.8000,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,1912661.5900,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,2177.1702,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000,37550.0000
177,708,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,2.3066,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,2.11,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,78.3000,74.9000,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,1675600.0590,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,2052.6977,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000,39301.0000
164.25,657,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,2.3119,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,2.1,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,80.7000,75.4000,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,1653418.6480,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,2024.2170,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000,38183.0000
162,648,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,2.3130,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,1.9,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,87.5000,78.3000,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,1634717.6000,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,2240.3467,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000,40926.0000
157.5,630,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,2.2051,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,1.91,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,90.9000,80.7000,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,1646335.9230,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,2186.4940,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000,47290.0000
164.5,658,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,2.0601,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,1.83,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,94.0000,87.5000,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,1650721.2820,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,2221.9289,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000,53198.0000
162.5,650,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.9568,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,1.76,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,97.6000,90.9000,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,1702184.0820,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,2237.2962,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000,51466.0000
158,632,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.9320,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,1.7,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,102.8000,94.0000,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,1666034.4960,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,2315.5870,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000,54766.0000
168,672,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.8444,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,1.66,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,107.1000,97.6000,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,1699592.4820,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,2321.3533,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000,56489.0000
176,704,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.8190,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,1.65,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,108.1000,102.8000,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,1758779.3590,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,2368.9921,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000,61518.0000
182,728,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.7376,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,1.69,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,107.9000,107.1000,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,1755266.6260,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,2529.3299,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000,61546.0000
174.75,699,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.7254,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,1.6,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,108.1000,108.1000,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,1837016.7250,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,2511.1669,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000,67044.0000
159.25,637,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.7495,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,1.6,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,109.2000,107.9000,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2070846.4960,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,2466.7667,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000,68588.0000
144,576,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.7790,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,1.66,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,112.4000,108.1000,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,1874382.4650,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,2298.0954,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000,65402.0000
134.25,537,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.8408,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,1.62,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,115.0000,109.2000,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,1843248.0690,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,2275.4067,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000,66503.0000
140.25,561,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.7850,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,1.62,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,112.4000,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,1873823.7500,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,2548.1943,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000,70372.0000
142.5,570,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.7558,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,1.59,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,114.5000,115.0000,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,1860277.8460,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,2480.9027,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000,67530.0000
151.75,607,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8124,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,1.65,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,112.5000,115.0000,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,1874105.5850,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,2506.5252,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000,63047.0000
153,612,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.8057,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,1.66,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,111.5000,114.5000,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,1904510.6620,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,2511.2781,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000,60936.0000
151.75,607,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.7688,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,1.71,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,113.3000,112.5000,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,1913256.4100,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,2609.0060,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000,67515.0000
161,644,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.7588,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,1.72,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,114.2000,111.5000,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,1967454.8770,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,2635.8652,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000,65146.0000
