y1,y2,x2,x3,x4,x5,x4,x7,x8,x9,x10,x11,x12,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ib2,ib3,ib4,ib5,ib6,ib7,ib8,ib9,ib10,ib11,ib12
146,584,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7179,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,1.73,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.0000,113.3000,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2012090.4620,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,2660.2987,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000,69430.0000
144,576,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.6827,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,1.72,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,111.6000,114.2000,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2007873.5740,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,2756.7769,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000,70673.0000
143.25,573,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7125,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,1.67,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,109.4000,114.0000,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2068632.1160,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,2797.3706,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000,67705.0000
130.75,523,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.6926,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,1.63,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,107.2000,111.6000,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2234693.6700,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,2702.7408,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000,69305.0000
134.75,539,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.6741,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,1.71,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,110.5000,109.4000,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2031883.5710,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,2527.9026,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000,66575.0000
140,560,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.6672,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,1.8,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.2000,107.2000,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,1996661.9530,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,2548.6801,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000,67383.0000
142.25,569,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.6583,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,1.77,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,112.2000,110.5000,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,1969949.7100,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,2718.5341,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000,68587.0000
153.5,614,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.5856,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,1.8,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,109.7000,110.2000,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,1931652.0880,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,2687.5165,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000,66133.0000
173.25,693,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.6127,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,1.79,105.4000,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,108.7000,112.2000,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,1934342.0250,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,2781.0958,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000,64620.0000
174.75,699,1.8542,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.5862,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,1.8,105.0000,105.4000,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,107.8000,109.7000,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,1964999.2980,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,2744.3743,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000,62404.0000
181.5,726,1.9854,1.8542,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.5631,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,1.82,103.4000,105.0000,105.4000,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,106.7000,108.7000,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,1953400.7230,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,2767.5213,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000,58824.0000
188.25,753,2.0486,1.9854,1.8542,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.5962,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,1.7,102.4000,103.4000,105.0000,105.4000,103.7000,101.8000,101.4000,103.2000,105.1000,106.1000,107.8000,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,1916230.4730,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,2816.5838,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000,56495.0000
171.25,685,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.7490,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,1.73,101.9000,102.4000,103.4000,105.0000,105.4000,103.7000,101.8000,101.4000,103.2000,105.1000,106.7000,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,1964556.6940,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,2769.6909,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000,52324.0000
169.75,679,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.7890,1.8362,1.7898,1.7719,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,1.7,103.5000,101.9000,102.4000,103.4000,105.0000,105.4000,103.7000,101.8000,101.4000,103.2000,106.1000,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,1941705.8780,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,2862.7189,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000,58338.0000
153.75,615,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.7890,1.8362,1.7898,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,1.66,106.2000,103.5000,101.9000,102.4000,103.4000,105.0000,105.4000,103.7000,101.8000,101.4000,105.1000,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,1996512.8700,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,2909.3327,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000,56875.0000
140.5,562,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.7890,1.8362,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,1.58,105.3000,106.2000,103.5000,101.9000,102.4000,103.4000,105.0000,105.4000,103.7000,101.8000,103.2000,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,2162928.9680,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,2853.7970,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000,56754.0000
148.5,594,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.7890,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,1.65,104.3000,105.3000,106.2000,103.5000,101.9000,102.4000,103.4000,105.0000,105.4000,103.7000,101.4000,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,1965680.7510,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,2684.9794,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000,63072.0000
135.5,542,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.7178,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,1.63,102.3000,104.3000,105.3000,106.2000,103.5000,101.9000,102.4000,103.4000,105.0000,105.4000,101.8000,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,1937693.0930,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,2700.6040,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000,65812.0000
140.75,563,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.7947,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,1.59,101.9000,102.3000,104.3000,105.3000,106.2000,103.5000,101.9000,102.4000,103.4000,105.0000,103.7000,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,1945505.9870,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,2918.2568,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000,64511.0000
144.5,578,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.8542,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,1.47,103.3000,101.9000,102.3000,104.3000,105.3000,106.2000,103.5000,101.9000,102.4000,103.4000,105.4000,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,1946065.8100,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,2817.8764,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000,61820.0000
141.75,567,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.9854,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,1.36,104.3000,103.3000,101.9000,102.3000,104.3000,105.3000,106.2000,103.5000,101.9000,102.4000,105.0000,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,1945954.3550,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,2926.8922,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000,54490.0000
154.5,618,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,2.0486,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,1.3,103.4000,104.3000,103.3000,101.9000,102.3000,104.3000,105.3000,106.2000,103.5000,101.9000,103.4000,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,1991592.6190,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,2878.0266,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000,54355.0000
149.25,597,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,2.0282,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,1.33,103.5000,103.4000,104.3000,103.3000,101.9000,102.3000,104.3000,105.3000,106.2000,103.5000,102.4000,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,1986965.0030,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,2968.0067,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000,56097.0000
148,592,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,2.0289,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,1.33,102.2000,103.5000,103.4000,104.3000,103.3000,101.9000,102.3000,104.3000,105.3000,106.2000,101.9000,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,1993174.7940,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,3029.6050,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000,57062.0000
148,592,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,2.0275,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,1.3,98.9000,102.2000,103.5000,103.4000,104.3000,103.3000,101.9000,102.3000,104.3000,105.3000,103.5000,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,2043547.9140,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,2901.3315,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000,59176.0000
155.5,622,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,2.0293,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,1.24,101.5000,98.9000,102.2000,103.5000,103.4000,104.3000,103.3000,101.9000,102.3000,104.3000,106.2000,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,2022485.4140,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,3095.1751,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000,57068.0000
154.25,617,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,2.0672,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,1.29,102.8000,101.5000,98.9000,102.2000,103.5000,103.4000,104.3000,103.3000,101.9000,102.3000,105.3000,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,2120871.7960,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,3047.5811,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000,57475.0000
147,588,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,2.0772,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,1.2,100.9000,102.8000,101.5000,98.9000,102.2000,103.5000,103.4000,104.3000,103.3000,101.9000,104.3000,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,2369010.6410,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,2938.8741,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000,60952.0000
139,556,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,2.0305,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,1.31,99.5000,100.9000,102.8000,101.5000,98.9000,102.2000,103.5000,103.4000,104.3000,103.3000,102.3000,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,2089640.4010,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,2887.0275,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000,59762.0000
131.5,526,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.9727,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,1.31,98.2000,99.5000,100.9000,102.8000,101.5000,98.9000,102.2000,103.5000,103.4000,104.3000,101.9000,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,2077379.3500,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,2798.9426,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000,57424.0000
131.75,527,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.9823,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,1.29,97.2000,98.2000,99.5000,100.9000,102.8000,101.5000,98.9000,102.2000,103.5000,103.4000,103.3000,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,2120069.9580,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,3045.7610,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000,56352.0000
134.25,537,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,2.0016,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,1.31,98.1000,97.2000,98.2000,99.5000,100.9000,102.8000,101.5000,98.9000,102.2000,103.5000,104.3000,2208765.8460,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,2073441.5990,3082.5086,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,3116.9627,47094.0000,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000,55910.0000
138.5,554,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,2.0343,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,1.32,99.1000,98.1000,97.2000,98.2000,99.5000,100.9000,102.8000,101.5000,98.9000,102.2000,103.4000,2159098.8700,2208765.8460,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,2108704.6580,3209.3618,3082.5086,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,3072.9369,50415.0000,47094.0000,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000,53506.0000
129.25,517,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,2.1724,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,1.36,97.2000,99.1000,98.1000,97.2000,98.2000,99.5000,100.9000,102.8000,101.5000,98.9000,103.5000,2144703.2470,2159098.8700,2208765.8460,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,2159854.2670,3211.8311,3209.3618,3082.5086,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,3021.5430,51627.0000,50415.0000,47094.0000,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000,47457.0000
131.5,526,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,2.2516,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,1.41,91.9000,97.2000,99.1000,98.1000,97.2000,98.2000,99.5000,100.9000,102.8000,101.5000,102.2000,2101164.4040,2144703.2470,2159098.8700,2208765.8460,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,2118973.1990,3212.3408,3211.8311,3209.3618,3082.5086,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,3145.0038,51239.0000,51627.0000,50415.0000,47094.0000,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000,48235.0000
136.25,545,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,2.3416,1.62,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,1.47,90.1000,91.9000,97.2000,99.1000,98.1000,97.2000,98.2000,99.5000,100.9000,102.8000,98.9000,2112040.2680,2101164.4040,2144703.2470,2159098.8700,2208765.8460,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,2138132.5560,3071.0345,3212.3408,3211.8311,3209.3618,3082.5086,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,3147.9820,53168.0000,51239.0000,51627.0000,50415.0000,47094.0000,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000,50012.0000
146.25,585,2.2240,2.2349,2.2203,2.2322,2.3255,2.3831,2.3816,2.3449,2.2947,2.1881,2.2699,1.67,1.62,1.62,1.65,1.69,1.68,1.66,1.55,1.54,1.47,1.5,90.5000,90.1000,91.9000,97.2000,99.1000,98.1000,97.2000,98.2000,99.5000,100.9000,101.5000,2088268.0290,2112040.2680,2101164.4040,2144703.2470,2159098.8700,2208765.8460,2197951.4210,2420329.9530,2234729.3180,2125618.2260,2157785.7580,3241.1383,3071.0345,3212.3408,3211.8311,3209.3618,3082.5086,3081.8595,3188.7886,3230.0323,3279.2004,3098.6498,55829.0000,53168.0000,51239.0000,51627.0000,50415.0000,47094.0000,47639.0000,51507.0000,52483.0000,54256.0000,52338.0000
